4,4,4,128,2048,4096
4,4,16,128,2048,4096
4,4,64,128,2048,4096
4,4,256,128,2048,4096
4,4,1024,128,2048,4096
4,4,4096,128,2048,4096
4,16,4,128,2048,4096
4,16,16,128,2048,4096
4,16,64,128,2048,4096
4,16,256,128,2048,4096
4,16,1024,128,2048,4096
4,16,4096,128,2048,4096
4,64,4,128,2048,4096
4,64,16,128,2048,4096
4,64,64,128,2048,4096
4,64,256,128,2048,4096
4,64,1024,128,2048,4096
4,64,4096,128,2048,4096
4,256,4,128,2048,4096
4,256,16,128,2048,4096
4,256,64,128,2048,4096
4,256,256,128,2048,4096
4,256,1024,128,2048,4096
4,256,4096,128,2048,4096
4,1024,4,128,2048,4096
4,1024,16,128,2048,4096
4,1024,64,128,2048,4096
4,1024,256,128,2048,4096
4,1024,1024,128,2048,4096
4,1024,4096,128,2048,4096
16,4,4,128,2048,4096
16,4,16,128,2048,4096
16,4,64,128,2048,4096
16,4,256,128,2048,4096
16,4,1024,128,2048,4096
16,4,4096,128,2048,4096
16,16,4,128,2048,4096
16,16,16,128,2048,4096
16,16,64,128,2048,4096
16,16,256,128,2048,4096
16,16,1024,128,2048,4096
16,16,4096,128,2048,4096
16,64,4,128,2048,4096
16,64,16,128,2048,4096
16,64,64,128,2048,4096
16,64,256,128,2048,4096
16,64,1024,128,2048,4096
16,64,4096,128,2048,4096
16,256,4,128,2048,4096
16,256,16,128,2048,4096
16,256,64,128,2048,4096
16,256,256,128,2048,4096
16,256,1024,128,2048,4096
16,256,4096,128,2048,4096
16,1024,4,128,2048,4096
16,1024,16,128,2048,4096
16,1024,64,128,2048,4096
16,1024,256,128,2048,4096
16,1024,1024,128,2048,4096
16,1024,4096,128,2048,4096
64,4,4,128,2048,4096
64,4,16,128,2048,4096
64,4,64,128,2048,4096
64,4,256,128,2048,4096
64,4,1024,128,2048,4096
64,4,4096,128,2048,4096
64,16,4,128,2048,4096
64,16,16,128,2048,4096
64,16,64,128,2048,4096
64,16,256,128,2048,4096
64,16,1024,128,2048,4096
64,16,4096,128,2048,4096
64,64,4,128,2048,4096
64,64,16,128,2048,4096
64,64,64,128,2048,4096
64,64,256,128,2048,4096
64,64,1024,128,2048,4096
64,64,4096,128,2048,4096
64,256,4,128,2048,4096
64,256,16,128,2048,4096
64,256,64,128,2048,4096
64,256,256,128,2048,4096
64,256,1024,128,2048,4096
64,256,4096,128,2048,4096
64,1024,4,128,2048,4096
64,1024,16,128,2048,4096
64,1024,64,128,2048,4096
64,1024,256,128,2048,4096
64,1024,1024,128,2048,4096
64,1024,4096,128,2048,4096
4,4,4,320,3072,4096
4,4,16,320,3072,4096
4,4,64,320,3072,4096
4,4,256,320,3072,4096
4,4,1024,320,3072,4096
4,4,4096,320,3072,4096
4,16,4,320,3072,4096
4,16,16,320,3072,4096
4,16,64,320,3072,4096
4,16,256,320,3072,4096
4,16,1024,320,3072,4096
4,16,4096,320,3072,4096
4,64,4,320,3072,4096
4,64,16,320,3072,4096
4,64,64,320,3072,4096
4,64,256,320,3072,4096
4,64,1024,320,3072,4096
4,64,4096,320,3072,4096
4,256,4,320,3072,4096
4,256,16,320,3072,4096
4,256,64,320,3072,4096
4,256,256,320,3072,4096
4,256,1024,320,3072,4096
4,256,4096,320,3072,4096
4,1024,4,320,3072,4096
4,1024,16,320,3072,4096
4,1024,64,320,3072,4096
4,1024,256,320,3072,4096
4,1024,1024,320,3072,4096
4,1024,4096,320,3072,4096
16,4,4,320,3072,4096
16,4,16,320,3072,4096
16,4,64,320,3072,4096
16,4,256,320,3072,4096
16,4,1024,320,3072,4096
16,4,4096,320,3072,4096
16,16,4,320,3072,4096
16,16,16,320,3072,4096
16,16,64,320,3072,4096
16,16,256,320,3072,4096
16,16,1024,320,3072,4096
16,16,4096,320,3072,4096
16,64,4,320,3072,4096
16,64,16,320,3072,4096
16,64,64,320,3072,4096
16,64,256,320,3072,4096
16,64,1024,320,3072,4096
16,64,4096,320,3072,4096
16,256,4,320,3072,4096
16,256,16,320,3072,4096
16,256,64,320,3072,4096
16,256,256,320,3072,4096
16,256,1024,320,3072,4096
16,256,4096,320,3072,4096
16,1024,4,320,3072,4096
16,1024,16,320,3072,4096
16,1024,64,320,3072,4096
16,1024,256,320,3072,4096
16,1024,1024,320,3072,4096
16,1024,4096,320,3072,4096
64,4,4,320,3072,4096
64,4,16,320,3072,4096
64,4,64,320,3072,4096
64,4,256,320,3072,4096
64,4,1024,320,3072,4096
64,4,4096,320,3072,4096
64,16,4,320,3072,4096
64,16,16,320,3072,4096
64,16,64,320,3072,4096
64,16,256,320,3072,4096
64,16,1024,320,3072,4096
64,16,4096,320,3072,4096
64,64,4,320,3072,4096
64,64,16,320,3072,4096
64,64,64,320,3072,4096
64,64,256,320,3072,4096
64,64,1024,320,3072,4096
64,64,4096,320,3072,4096
64,256,4,320,3072,4096
64,256,16,320,3072,4096
64,256,64,320,3072,4096
64,256,256,320,3072,4096
64,256,1024,320,3072,4096
64,256,4096,320,3072,4096
64,1024,4,320,3072,4096
64,1024,16,320,3072,4096
64,1024,64,320,3072,4096
64,1024,256,320,3072,4096
64,1024,1024,320,3072,4096
